,0
474,00000000000000000000000000000000000000000000000000000000010000000000000000000000000100010000000010000101010100000000000000000100000000100100000011000010100000000011110
475,00000000000000000000000000000000000000000000000000000000010000000000000000000000000100010000000010000101010100000000000000000100000000100100000011000010100000000011110
476,00000000000000000000000000000000000000000000000000000000010000000000000000000000000100010000000010000101010100000000000000000100000000100100000011000010100000000011110
477,00000000000000000000000000000000000000000000000000000000010000000000000000000000000100010000000010000101010100000000000000000100000000100100000011000010100000000011110
478,00000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000001001100001000000000000000000000100001000000000100100001001000100
479,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000001000100000000000000000100000000100000000011000010000000000011010
480,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000100000000000000000001000100000000001011010
481,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000001000000100001000110000010100001000011110
482,00000000000000000000000000000000000000000000000000000000000000000010000000001000000000010000000010010101010100001000000000000000000000100000000000000010000000000001010
483,00000000000000000000000000000000000000000000000000000000000000000000000010000000000001100000110100000000000011110001010000110010000011011000110010101110011111111111110
484,00000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000110000000000000000100000010000100000000001010000000000001100001010101111110
485,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000100000000000000000011000110000000001011010
486,00000000000000000000000000000000000000000001000100000000000100001100000000000101010100001000000010000100011000000000000011000100000100000100001000000001000010000111010
487,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000001000000100001000110000010100001000011110
488,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000001000000100001000110000010100001000011110
489,00000000000000000000000000000000000001000000000000000000000000000110000000110100100001010100100001100001001100101100010011100001000000101100011110001111001010111111110
490,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000111000000100000000111000010100001000011110
491,00000000000000000000000000000000000000000000001000000000000000100000000000000000000000010000000000000000000100000000000000000100000000100000000011000010000000000011010
492,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000100000100000000000001000000100001000100000000100001000011110
493,00000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000001000000000000000100000000000001000101010001000100000001100011100111110
494,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000001000000100001000100000000100001000011110
495,00000000000000000000000001000000000000000000000000000100000000000110000000100100101000010000000000101001001100001010000011000000000101110100011000000101010110101111010
496,00000000000000000000000000000000000000000000001000000000000000100000000000000000000000010000000000000000000100000000000000000100000000100000000011000010000000000011010
497,00000000000000000000000000000000000000000000000000000010000000000000000010000000001000010000000000000001100101000000000000000000000110100001000010000010110101010011110
498,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000001000000100001000110000010100001001011110
499,00000000000000000000000110000000010000000000000100000000001000000001000100000111010000001000011101000010001000100000010100111010001000001000111000101100001011111100100
500,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000111000000100000000111000010100001000011110
501,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000111000000100000000111000010100001000011110
502,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000001000100000000000000000100000000100000000011000010000000000011010
503,00000000000000000000000000000000000000000000000000000000000000000110000000000100100000010000000001100001000100001000000011000100000000100101001011000010100001000111110
504,00000000000000000000000000000000000000000000000000001000010000100100000010010101100100010000001111001001000111011011001011111100110010100110001010011010110111111111110
505,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000010100000000010000000000010000000000100010101001000100
506,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000000000001001000010000000000000000100111000001101011001100010101010001011110111110
507,00000000000000000000000000000100000000000000000000000000000000000001000001000000010000001000110000000010101010111000110000001010001010000000010000101101011111111100100
508,00000000000000001001001000000000000000000000000000000000010000000010000000001000000000010000000010110101010100001000000000000000000000100100000001000010100001000001110
509,00000000000000000000000010000000000000000000000001000000100000010000001100000000100000000000001000000010000000000000000100101000001001011000101010101010000010111111110
510,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000010110000000001000000011100010101001011011110
511,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000000000000000000000000100000000000000010000000000001010
512,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000000000000000000000000100000000010000010000000000011010
513,00000000000000000000000010000000000000000000000001000000100000010000001100000001000000000000001001000010000000000000000100101000001001011000101010101010000010111111110
514,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000010000001000000011000100000000000100101000001001110000000010001010000010110111110
515,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001010000000010000111000010101111010
516,00000000000000000000000000000000000000000010000000000000000000100000000000010000000101010000100010001001001100101000010001100001000001110110000100001010011110100111110
517,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000000000001000000010000000000010000100101000001001010000000010001010000110111111110
518,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000001000100000100000000000011000000100000000110000010100001001011110
519,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000100000000000000000001000000000000001011010
520,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000111000000100000000111000010100001000011110
521,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000111000000100000000111000010100001000011110
522,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000001000000100001000110000010100001001011110
523,00000000000000000000000000000000000010000000000000000000000000000000000000000000000100001000000010000000000000000000000000000000000000000100000000000000000000001010010
524,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010011000110000000001011010
525,00000000000000000000000001000000000000000001000000001000000000000100000000000101100110000000001010000000001000000000000011001000000101010100001000000001000010100110010
526,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000010000001000000011000100000000000100101000001001110000000000001000000010110111110
527,00000000000000000000011000000000000000000000000000000000000000000010000000101000000000000000000000010001000101001100000000010111000000100000000101100110111101011011110
528,00000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000010000000000000000001010000000000000101010110101111010
529,00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000111010
530,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001100110010000000011000001010000000100000101111111111111110
531,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001010000000000000001000010100111010
532,00000000000000000000000000000000000000000001000100000000000000000000000001000100010010001000000000000000001000000000000000000000000100000000001000000001000010100100000
533,00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000111010
534,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000100000000000000000000000000100000000000000000000000000011010
535,00000000000000000000000000000000000000000000000000000000000000000000000000010000000001100000010000101000000010010001101001100000110000000110000000011000010000101101010
536,00000000000000000000010000000100000000000000000010000000000000000000000000001000000000000000010000010011001100001000000000001010001000100000100000101100000001011000100
537,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000100010000011101000010000110010000001000000010000001101011000100
538,00000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000100011000100100010000010111000000000000000101000001101011111111110
539,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000000000000000000000000100000000010000010000000000011010
540,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000001000100000000000000000000000001110000000010000011000010100111010
541,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000001000100000000000000000000000001110000000010000011000010100111010
542,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000000000000000000000000100000000010000010000000000011010
543,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000001000100000000000000000000000001110000000010000011000010100111010
544,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000001000100000000000000000000000001110000000010000011000010100111010
545,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000100000000000000000000000000100000000010000010000000000011010
546,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000001000100000000000000000000000001110000000010000011000010100111010
547,00010000000000000000000000000011000000000000100000000000000000000000000000000000000000000000000000000001000100001000000000001100000000100000000001001000000000000011010
548,00000000000000000000000000000000000001000011000000000000000000000000000000000100000000010100100001000001001100101100010000000111000101111000001111100011101011110111110
549,00000000000000000000000000000000000000000000000000100000000000000010000000101000000000000000010000010000000010001001101000010010110010000000010000110100101101011000100
550,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000001001010011110
551,00000000000000000000000000000000000001000000000000000000000000000000000000000100000001010011000010001001001100110000011000100100110001110000001001011001011110100111110
552,00000000000000000000000000000000000000000000000000001000000000000100000000010101100100010000001010001001000110010011001011101100010000100100001010011010010110101111010
553,00000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000100001000000001100101100010000000111000001110000000111000111101011111111110
554,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000000000000000000000000100000000010000010000000001011010
555,00000000000000000000000100000000000000000000000000000000010000000100000010000000000100010000000110000101011111100110010011010111000000100100100101100100111111011111110
556,00000000000000000000000000000000000000000000000000000000000000000010000000100000000000000010000000000000000000001001000000010000000000000001010000000100001101011011110
557,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111100000100000100010110001010001000001110110001101100101100111101111111101110
558,00000000000000000000000000000000000000000000000000000000010000000000000010000000000000010000000000100101010100000100000010000100000000100100000011000010100001010011110
559,00000000000000000000000000000000000000000000000000000000000000000010000010100000000000000100000000000010000010001001000000011011101010000000110100100100100001011001110
560,00000000000000000000000000000000000000000000000000000000010000000000000000000000000100010000000010000101010100000000000000000100000000100100000011000010100000000011110
561,00000000000000000000000000000000000000000000000000000000010000000010000000110000000001100000000100101000000010001001000011100000100010000110010001001100110101101111110
562,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001100000000000000000000000000100000000000000000000000000000000
563,00000000000000000000000000000000000000000000000000010000000011000001000001100000000000101000010000000010000000000000000000001000000000000000000000001100000000001000100
564,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001100001000000000000000000000100000000000000000000000000000000
565,00000000000000000000000000000000000001000000000000000000000000000100000000010101100101110000000111001001001111110111011011100111110010100110001110011010111111111111110
566,00000000000000000000000000000100000000000000000000000000000000000000000000100100000000100000011000000010001000001000010000101000001000000000011000001100000010101100100
567,00000000000000000000001000000000000000000110000000000000000000000010000000101000000000000000000100010001001100001100000000010111000000100000000101100110101001011111110
568,00000000000000000000000000000000000000000000000000000000000000000000000000100000000001100000010000000000000000100000010000100000000000000000000000001100001000101100100
569,00000000000000000000011000000000000000000110000000000000000000000010000000101000000000010000000100010001000100001100000000010111000000100000000111100110101001011111110
570,00000000000000000000000000001000000011000000000100000000000000100010000000110110110001001000000001101000001000101000010111100001000001010100011101001110011010101111110
571,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000001000100000100000000000011000000100000000110000010100001001011110
572,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001010000000000000101000010101111010
573,00000000000000000000000000000000000000000010000000000000000000000100000010000000000000010000110000100001001100101100010001010111000000100100100111100110101011011111110
574,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000001000100000000000000000100000000100000000011000010000000000011010
575,00000000000000000000000000000000000000000110000000000000000000000000000000100000000000000000000100000000001100000100000000010111000000100000100101100100101001011111110
576,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000001000100000100000000000101000100100001000111000010100101010011110
577,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000001000100000100000000010011000000100001000110100110101001011011110
578,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000001100100110010010000000000000011110000000010000011001110101111110
579,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000110000000000000000010000000000000001010
580,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001100001000000000000000000000100000000000000000000000001000000
581,00000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000110100000000000010110000010000110110000011011000010011101110001111111111110
582,00000000000000000000000010000000110000000010000001010001101011010001011101000000100000011100111001000011001100101100010100101111001001111000101111101011101011111111110
583,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001001100001100000000000111000000100000000101000100100001011011110
584,00000000000000000000000100000000000000000000000000000000000000000000000000000000001000000010000100001000101001110110011000010111100010000010100101110001111111111111110
585,00000000000000000000010000000000000000000000000000100000000000000000000000001000000000010000000000010001000100000000000000000100000000100000000001000000000000000011010
586,00000000000000000000000001000000000000000000000100000100000100001100000000100100110000001000010000100000001000000000000011000000000101010100011000000101000010101111010
587,00000000000000000000000000000000110000000010000000000001001011000001001001100100010000101000011000000011001100001000010000101000001001111000011000001100000010111111110
588,00000000000000000000000000001100000000000000000100000000000000000001000001010000010101001100110011001110011010101000010001101011001000001100100110101110011111111111110
589,00000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000001100000000000001000000000001010110000110100001001011110
590,00000000000000000000000010000000000000000000000000100000000000000000000100001010010000001101001001010010100011010011101100001011110010000011010100110110111111011101110
591,00000000000000000000000010000000000000000000000001000000100000010000001100000001000010010000001001000011000100000100000100101111001001110000001111101011100011110111110
592,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000000000000010000000000100001000000000000001001010011110
593,00000000000000000000000000000000000000100000000000001000000000100100000000000101100000010000001000100001000100000000000011001100001000100100001011000010000010000111010
594,00000000000000000000000000000100110000000000000000010001001111001001010001100000011000001000001000001010101000011000011000001010001000001010110000111101110111111111110
595,00000000000000000000000001000000110001100001000000010001001111001101010001000100110000001100011001100010001000101100010011011111001101011100111111101111001011111111110
596,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000101010000001001000001000010100111010
597,00000000000000000000000000000000000000000000000000000000010000000000000000000000000100010000000010000101010100000000000000000100000000100100000001000000100000000011110
598,00000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000010100000000000
599,00000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000010100000000000
600,00000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000
601,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000001100000000000000000000000000100000000000000000000000000000000
602,00000000000000000000010000000000001000000000000000000000000000000000000000001000000000000000000000010001000100000000000000000000000000100000000000000000000000000000000
603,00000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000001000000000000000000000000001010000000100100001001000100
604,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001001100001000000000000000000000100000000000000000000000000000000
605,00000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000001000000000010000000000000001010000000100001001011000100
606,00000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010001000100000000000000000000000000100000000000000000010100000000000
607,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001100001000000000010000000000100001000000000000001001010000100
608,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001001100001000000000000000000000100000000000000000000000000000000
609,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001001100001000000000000000000000100000000000000000000000000000000
610,00000000000000000000000000000000000000000000000000100000000000000000000000101000000000000000000000010000000000000000000000000000000000000000010000000100000000001000000
611,00000000000000000000000000000000000000000000000000000000000000000010000000001000000000010000000010010101010100001000000000000000000000100000000000000010000000000001010
612,00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000001000100000000100001000111110
613,00000000000000000000000000000000000000000000000000001000000000000110000000110101100100010010001111000001000110011000000011101100000000100101011000001100100111101111110
614,00000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000100001000000000000100000000100000000001000000000000000011010
615,00010000000000000000000000000010000000000000100000000000000000000000010000000000000000000000000000000010000000001000000000001100000000000001000001001000000000000011110
616,00000000000000000000000000000000000000000000000000000010000000000010000010000000000000000000000000000000000000001000000000010100000100000001000001100000101001010011110
617,00000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000010010001000100001000000000000000000000100000000000000010000000000000010
618,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010100010000000000000000000000110000000000000000000000000000000001010
619,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000100000000000000000001000000000000001011010
620,00000000000000000000000000000000000000000000000000001000000000000000110000000000000000010000001000000001000100000000000000001100000101110000001011000011000010100111010
621,00000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000010001001001010000000001010101000000010110000101100010101011000100
622,00000000000000000000000000000100000000000000000000000000000000000001000000000000010000001000000000000010001000001011101000001000101000000010010000011100010100001000100
623,00000000000000000000000000000100000000000000000010000000000000000000000010000000000000100000000000000010001001001011101000001010111010000010110000111100010101011000100
624,00000000000000000000000000000000000000000000000000100000000000000010000000101000000000000000000000010000000010001001000000000001100010000000010100000100101000001001110
625,00000000000000000000000000000000001000000000000000100000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000
626,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000001000000000000000000100000000000000000010100001000000
627,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000100000000000000000010100000000000
628,00000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000010001000100000000000000000000000000100000000000000000000000000000000
629,00000000000000000000100000000010000000000000000000000000000000000000010000000000000000000000000000000010000000001000000000001100000000000001000001001000000000000011110
630,00000000000000000000000001000000110011100001000000010001001111001101010001000100110100001100011011100010001000101100010011011111001101011100111110101111001011111111110
631,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000100000000000000000000000000000000
632,00000000000000000000000010000000000000000000000001000000100000010000001100100000000000000000001000000010000000000000000100101000001000000000000000001100000010111100100
633,00000000000000000000001000000000000000000010000000000000000000000010000000101000000000010000000000010001001101001000000000010010000000100000010010000110011101011011110
634,00000000000000000000000010000000000000100010000001000000100000010100001100000101100000010000001001100011001100001000000101101100001001111100101011101011000010110111110
635,00000000000000000000000000000000001000000000000000100000000000000010000000101000000000000000000010010000010010001000101000000000010000000000000000010110000000001001010
636,00000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000001100000000000101000100000001000101000100100001011011110
637,00000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000010000000001000000000001110000000000000010001000100100001011011110
638,00000000000000000000000000000000000000000000000000000000000000000010000000100000000000100000000000000000000011001111000000000111000000000010010101100100110101011011110
639,00000000000000000000000010000000000000000000000001000000100000010010001100100000100000000000001000000010000000001000000100101000001001011000111010101110101010111111110
640,00000000000000000000000000000000000000011000000010010101001111001001010001000000010010001000000001000110011000001000000000001100001101011001000011101011000010110111110
641,00000000000001000000000010000000000000000000000000000000010000000010000110110000000100010100101011001011000111111001010011101001110010100110000110001110011111111111110
642,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000101000000000000000111000000101000000011110
643,00000000000000000000000001000000110001100001000000010001001111001101010001000100110000001100011001100011001001101100011011001111001111111110101111111111111111111111110
644,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000101010100000000000000000101000000101000000111000000101000010011110
645,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000100010000000000000000000101000001011000000111000001101010110111110
646,00000000000000000000000000000000000000000000000000000000010000000110000100000001100100000100111011000010000000101111110011001111000001010100111110100111101111111111110
647,00000000000000000000000100000000010000000000000000000000011000000011000010100100010100001000011011001100011011111111111000111011111010001110111110111100111111111111110
648,00000000000000000000001000000000000000000010000000000000000000100010000000101000000000000000000000010001001101001000100000010110000000100000010011000110011101011011110
649,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000010000001000000011000100000000000100101000001001110000000010001010000010110111110
650,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000100000000000000010011000110000000001011010
651,00000000000000000000000001000000110001000001000000010001001011000101010001000100100000001101111001100010101000111100010011011111001111011100111111101111011111111111110
652,00000000000000000000000000000000000001000011000000000000000000000000000000000100000000010100100001000001001100100000010000000100000101111000001011000011001010110111110
653,00000000000000000000000000000000000000000010000000000000000000000100000000000000100000010100100001100000001100101100010001000111000001110100001111000011101011110111110
654,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000100000000000000000001000000000000001011010
655,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100010000000000001000000100000000000000000001010000000000000011010
656,00000000000000000000000001000000000000000000000100000100000100001100000000100100111000001000010000101000001000000010000011000000000101010100011000000101010110101111010
657,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000010000001000000011000100000000000100101000001001110000000010001010000010111111110
658,00000000000000000000000000000000001000000000000000100000010000000000000010001000000100000100010010110100010001000100100010000111000010000100110111100110111001011011110
659,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000010000000000101000000001000000111000000101100011011110
660,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000101000000001000000111000000101000010011110
661,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000011101000010010000010001010100010110110011101011011110
662,00000000000000000000000000000000000000011000000010010001001111001001010001000000010000001000000000000110011000001100000000001101001100001001100101101000100001010011110
663,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000100000000000000000001000000000000000011010
664,00000000000000000000100000001010000000000010000000001000000000000100000000010101100100110000011010001000000100011001000011101100000000100100001001001000010110101111010
665,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000011101000010110000010001010100011110010011101011011110
666,00000000000000000000000000000000000000000000000000001000000000010000001100000000000000000000001000000010000000000000010100101100001001010000001001001000000010100111110
667,00000000000000000000000000001100000000000000000100001000000000000101001001010100110000001000111101101110011010111100010011101111001000000100001111101110011111111111110
668,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100010000000000000000000100000000000000000011000000000000000011010
669,00000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000010000100010000000000000001000100000000000100000001000001000010000111010
670,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100110000000000000000010100000010000001000001000000001101010011110
671,00000000000000000000000100000000000000000000000000000000000000000000000010100000000000000000000001000000001001100110010000010011000001010010110110100111111111111111110
672,00000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000000010000011101000000000110000000000000000010000000100001000000
673,00000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000001000101000000000000000000000000100001000000000000010101000011110
674,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000001000100000100000000000011000000100000000110000010100001001011110
675,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000000000000000000000000100000000010000010000000000011010
676,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000001000000100001000110000010100001000011110
677,00000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000010001000100000000000000000000000000100000000000000000000000000000000
678,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000000000000000000000000100000000010000010000000001011010
679,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000100000000000000000000000000100000000010000010000000000011010
680,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000100000000000000000000000000100000000010000010000000001011010
681,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000001000100000000000000000000000000100000000000000010000000000001010
682,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000001000000100001000110000010100001000011110
683,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000010000001000000011000100000000000100101000001001110000000010001010000010110111110
684,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000001000000100001000110000010100001000011110
685,00000000000000000000000000000000110000000000000000010001001111001001010001000000010010001000001000000010001000001000010000001000001000001000000010001011000010011111110
686,00000000000000000000000001000000000000000000000100000100000100001110000000100100111000001000010000101000001000001010000011000000000101010100011000000101010110101111010
687,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000000000001000000010000000000000000100101000001001010000000010001010000010111111110
688,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000010000001000000011000100000000000100101000001001110000000010001010000010110111110
689,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000000100001100000010000000000100000100101001001001010001000110101010100011110111110
690,00000000000000000000000010000000000000000000000001000000100000010000001100000000100000000101001100000010000000000111000100101001001001011001101110101110100111111111110
691,00000000000000000000000010000000000000000000000001000000100000010000001100000000100000000100001100000010000000000100000100101001001001011001101110101010100011110111110
692,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000010000001000000011000100000000000100101000001001110000000010001010000010111111110
693,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000010000001000000011000100000000000100101000001001110000000010001010000010110111110
694,00000000000000000000000010000000000000000000000001000000100000010000001100000001000010010000001001000011000100000000000100101000001001110000001010001011000010110111110
695,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000010000001000000011000100000000000100101000001001110000000010001010000010110111110
696,00010000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000010000000001000000000011110000000000000000001001000001001011011110
697,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000100000000000000000001000000000000001011010
698,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000100000001010000000001000001000010100111010
699,00000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000100000001010000000011000011000010100111010
700,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000101000000000001000111000010100001000011110
701,00000000000000000000000000000000000000000000000000000000000000000000000000100000000001100000010000000000000000000000000000100100000001010000011001001100101010101111110
702,00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010000010000000000111010
703,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000001000000000110000000000000001010000000000000001010
704,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000001000000000110000000000000011010000000000000011010
705,00000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100100010000000000000001000100000000000100000001000000000010000111010
706,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000000100011100000010000000000100000100101011001001010000000110101010100011111111110
707,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000100000000000000000001000000000000001011010
708,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000101010100000000000000000100000000100000000001000000000000000011010
709,00000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000001000000000000010100000100000000001010010000000001100010110101111010
710,00000000000000000000000000000000000000000000000000000000000000100000000000000000000010010000000000000001000100000000000000000100000101110000001011000011000010100111010
